Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description
bmw,7-series,2009,306292,277321,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2009 bmw 7-series with Rear camera, Adaptive cruise control, Bluetooth, Navigation system. Condition: Dented door."
porsche,carrera,2018,444207,273784,Sports Car,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi,"2018 porsche carrera with Adaptive cruise control, Leather seats, Rear camera. Condition: Accident history."
toyota,camry,2009,117126,293781,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2009 toyota camry with Navigation system, Adaptive cruise control, Leather seats. Condition: Minor scratches."
mercedes-benz,s-class,2013,1176997,62092,Sedan,12,Automatic Transmission,Gasoline,Silver, Dubai,"2013 mercedes-benz s-class with Sunroof, Bluetooth, Navigation system. Condition: Accident history."
chevrolet,trax,2007,36323,45135,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2007 chevrolet trax with Navigation system, Sunroof, Bluetooth. Condition: No damage."
maserati,levante,2022,400494,37287,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2022 maserati levante with Navigation system, Leather seats, Rear camera. Condition: No damage."
hyundai,santa-fe,2019,113149,81251,SUV,4,Automatic Transmission,Gasoline,Grey, Ajman,"2019 hyundai santa-fe with Navigation system, Bluetooth. Condition: Accident history."
cadillac,escalade,2018,486151,209353,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2018 cadillac escalade with Bluetooth, Leather seats, Adaptive cruise control, Sunroof. Condition: Repainted bumper."
jeep,grand-cherokee,2009,98815,210959,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2009 jeep grand-cherokee with Adaptive cruise control, Bluetooth, Leather seats, Rear camera. Condition: Engine repaired."
chevrolet,equinox,2020,56169,278879,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai,"2020 chevrolet equinox with Adaptive cruise control, Bluetooth. Condition: Repainted bumper."
toyota,corolla,2011,46479,32368,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2011 toyota corolla with Rear camera, Adaptive cruise control, Leather seats, Navigation system. Condition: Accident history."
bmw,x5,2010,140940,108410,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2010 bmw x5 with Sunroof, Leather seats. Condition: No damage."
mini,countryman,2024,55071,179218,SUV,4,Automatic Transmission,Gasoline,Green, Dubai,"2024 mini countryman with Leather seats, Bluetooth, Adaptive cruise control, Navigation system. Condition: Repainted bumper."
mercedes-benz,cla,2010,221778,163025,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2010 mercedes-benz cla with Rear camera, Leather seats. Condition: Accident history."
porsche,carrera,2009,1732215,205076,Coupe,6,Automatic Transmission,Gasoline,Red, Dubai,"2009 porsche carrera with Rear camera, Bluetooth, Adaptive cruise control. Condition: Minor scratches."
dodge,charger,2015,239303,239712,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2015 dodge charger with Rear camera, Navigation system. Condition: Engine repaired."
mercedes-benz,gle-class,2013,396688,126682,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2013 mercedes-benz gle-class with Leather seats, Rear camera, Adaptive cruise control. Condition: No damage."
ford,mustang,2022,103895,75420,Sports Car,8,Automatic Transmission,Gasoline,Blue, Dubai,"2022 ford mustang with Bluetooth, Sunroof, Adaptive cruise control, Navigation system. Condition: Repainted bumper."
land-rover,range-rover-sport,2009,256834,153054,Crossover,8,Automatic Transmission,Gasoline,Black, Dubai,"2009 land-rover range-rover-sport with Rear camera, Sunroof, Adaptive cruise control. Condition: Repainted bumper."
hyundai,h1,2005,37726,81346,Van,4,Manual Transmission,Gasoline,White, Dubai,"2005 hyundai h1 with Rear camera, Sunroof, Adaptive cruise control. Condition: Repainted bumper."
ford,figo,2016,22999,158274,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2016 ford figo with Sunroof, Leather seats, Bluetooth, Adaptive cruise control. Condition: No damage."
suzuki,jimny,2011,73430,159265,Coupe,4,Automatic Transmission,Gasoline,Black, Dubai,"2011 suzuki jimny with Leather seats, Sunroof, Adaptive cruise control, Bluetooth. Condition: Repainted bumper."
mercedes-benz,g-class,2006,1223337,264221,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2006 mercedes-benz g-class with Sunroof, Adaptive cruise control. Condition: Accident history."
rolls-royce,phantom,2013,1602300,153046,Coupe,12,Automatic Transmission,Gasoline,Black, Dubai,"2013 rolls-royce phantom with Bluetooth, Adaptive cruise control, Leather seats. Condition: Minor scratches."
mercedes-benz,e-class-coupe,2007,64685,33364,Coupe,6,Automatic Transmission,Gasoline,Blue, Sharjah,"2007 mercedes-benz e-class-coupe with Navigation system, Bluetooth, Adaptive cruise control, Leather seats. Condition: Engine repaired."
toyota,land-cruiser,2008,54586,250367,SUV,6,Automatic Transmission,Gasoline,Gold, Sharjah,"2008 toyota land-cruiser with Navigation system, Sunroof. Condition: Minor scratches."
nissan,patrol,2017,69368,249620,SUV,8,Automatic Transmission,Gasoline,White, Fujeirah,"2017 nissan patrol with Sunroof, Leather seats, Navigation system. Condition: Accident history."
toyota,hilux,2017,62482,89477,Van,4,Automatic Transmission,Gasoline,White, Sharjah,"2017 toyota hilux with Bluetooth, Rear camera, Navigation system, Sunroof. Condition: Accident history."
ferrari,f8-tributo-spider,2023,1866894,278524,Hard Top Convertible,8,Automatic Transmission,Gasoline,Black, Dubai,"2023 ferrari f8-tributo-spider with Leather seats, Bluetooth. Condition: Minor scratches."
dodge,charger,2008,133542,220273,Coupe,8,Automatic Transmission,Gasoline,Black, Sharjah,"2008 dodge charger with Adaptive cruise control, Navigation system, Leather seats. Condition: Accident history."
rover,other,2007,146243,76943,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2007 rover other with Adaptive cruise control, Leather seats, Bluetooth, Sunroof. Condition: Minor scratches."
lexus,rc-f,2019,98815,196696,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai,"2019 lexus rc-f with Rear camera, Bluetooth, Navigation system, Adaptive cruise control. Condition: Accident history."
toyota,prado,2013,40459,137836,Other,6,Automatic Transmission,Gasoline,White,Sharjah,"2013 toyota prado with Sunroof, Adaptive cruise control, Rear camera. Condition: Engine repaired."
land-rover,range-rover,2013,1313367,278974,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2013 land-rover range-rover with Adaptive cruise control, Navigation system, Bluetooth, Sunroof. Condition: No damage."
mercedes-benz,c-class,2006,98721,152294,Coupe,4,Automatic Transmission,Gasoline,Black, Sharjah,"2006 mercedes-benz c-class with Adaptive cruise control, Sunroof. Condition: Accident history."
ford,f-series-pickup,2020,141891,58968,Pick Up Truck,8,Automatic Transmission,Gasoline,Grey, Dubai,"2020 ford f-series-pickup with Adaptive cruise control, Sunroof, Navigation system. Condition: Dented door."
nissan,tiida,2018,11233,241466,Hatchback,4,Automatic Transmission,Gasoline,Gold, Dubai,"2018 nissan tiida with Leather seats, Bluetooth. Condition: Dented door."
bmw,z4,2010,75469,291776,Hard Top Convertible,6,Automatic Transmission,Gasoline,Red, Dubai,"2010 bmw z4 with Sunroof, Leather seats, Navigation system. Condition: Engine repaired."
bmw,x5,2021,380171,251303,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2021 bmw x5 with Bluetooth, Rear camera, Leather seats, Navigation system. Condition: No damage."
volkswagen,touareg,2007,81971,15550,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2007 volkswagen touareg with Rear camera, Sunroof, Leather seats, Navigation system. Condition: Dented door."
mitsubishi,canter,2011,97651,101818,Other,4,Manual Transmission,Diesel,White, Dubai,"2011 mitsubishi canter with Sunroof, Leather seats. Condition: Repainted bumper."
hyundai,tucson,2006,101064,270407,SUV,4,Automatic Transmission,Gasoline,Black, Sharjah,"2006 hyundai tucson with Rear camera, Sunroof. Condition: Minor scratches."
mercedes-benz,glb,2014,261846,90139,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2014 mercedes-benz glb with Navigation system, Sunroof, Leather seats. Condition: No damage."
land-rover,defender,2008,81334,159552,Other,4,Manual Transmission,Diesel,Beige,Dubai,"2008 land-rover defender with Navigation system, Bluetooth, Rear camera, Leather seats. Condition: Repainted bumper."
infiniti,q80,2017,175352,174760,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2017 infiniti q80 with Adaptive cruise control, Navigation system, Rear camera. Condition: Engine repaired."
mercedes-benz,s-class,2008,558513,197279,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2008 mercedes-benz s-class with Leather seats, Sunroof. Condition: Engine repaired."
chevrolet,camaro,2019,40715,51006,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai,"2019 chevrolet camaro with Sunroof, Rear camera, Adaptive cruise control. Condition: Accident history."
nissan,altima,2006,54940,156876,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2006 nissan altima with Bluetooth, Adaptive cruise control, Rear camera. Condition: Engine repaired."
mercedes-benz,g-class,2010,884272,165759,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2010 mercedes-benz g-class with Bluetooth, Navigation system, Sunroof, Leather seats. Condition: Minor scratches."
mini,cooper,2017,39142,101386,Hatchback,4,Automatic Transmission,Gasoline,Blue, Dubai,"2017 mini cooper with Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
bmw,5-series,2007,92974,206724,Sedan,4,Automatic Transmission,Diesel,Silver, Sharjah,"2007 bmw 5-series with Rear camera, Navigation system. Condition: No damage."
bmw,5-series,2005,148774,230242,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2005 bmw 5-series with Sunroof, Bluetooth, Leather seats. Condition: Dented door."
chevrolet,silverado,2015,32219,296814,Pick Up Truck,8,Automatic Transmission,Gasoline,Blue, Ajman,"2015 chevrolet silverado with Leather seats, Rear camera. Condition: Minor scratches."
audi,a8,2012,46571,78199,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2012 audi a8 with Leather seats, Sunroof. Condition: Accident history."
toyota,prado,2020,42967,129113,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2020 toyota prado with Rear camera, Sunroof, Adaptive cruise control. Condition: Minor scratches."
bentley,bentayga,2007,536208,46081,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2007 bentley bentayga with Bluetooth, Rear camera, Navigation system, Adaptive cruise control. Condition: Minor scratches."
mercedes-benz,e-class,2024,44547,282640,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz e-class with Rear camera, Leather seats. Condition: Minor scratches."
porsche,cayenne,2024,48087,98711,Crossover,6,Automatic Transmission,Gasoline,Grey, Dubai,"2024 porsche cayenne with Rear camera, Leather seats, Sunroof. Condition: Accident history."
bmw,4-series,2015,109054,255846,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2015 bmw 4-series with Sunroof, Rear camera, Leather seats. Condition: Minor scratches."
toyota,hiace,2006,110237,21077,Van,6,Manual Transmission,Gasoline,White, Dubai,"2006 toyota hiace with Leather seats, Bluetooth. Condition: Repainted bumper."
volkswagen,touareg,2005,40843,186422,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2005 volkswagen touareg with Rear camera, Sunroof, Bluetooth, Leather seats. Condition: Minor scratches."
porsche,carrera,2021,155638,37477,Coupe,6,Automatic Transmission,Gasoline,Silver, Dubai,"2021 porsche carrera with Sunroof, Rear camera, Bluetooth. Condition: Minor scratches."
ford,explorer,2015,39054,219562,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2015 ford explorer with Rear camera, Navigation system, Bluetooth. Condition: Accident history."
ford,mustang,2017,83362,244412,Soft Top Convertible,4,Automatic Transmission,Gasoline,Silver, Dubai,"2017 ford mustang with Sunroof, Bluetooth. Condition: Accident history."
bmw,5-series,2006,59919,71333,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2006 bmw 5-series with Bluetooth, Navigation system. Condition: No damage."
maybach,other,2006,1087120,78564,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2006 maybach other with Rear camera, Leather seats. Condition: Minor scratches."
toyota,land-cruiser-76-series,2011,102946,43728,Pick Up Truck,6,Manual Transmission,Gasoline,White, Dubai,"2011 toyota land-cruiser-76-series with Navigation system, Leather seats, Sunroof. Condition: Engine repaired."
mercedes-benz,s-class,2017,46316,56187,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2017 mercedes-benz s-class with Sunroof, Adaptive cruise control. Condition: Accident history."
toyota,camry,2017,19508,253971,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2017 toyota camry with Rear camera, Sunroof, Leather seats. Condition: Engine repaired."
audi,q5,2024,81386,32969,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2024 audi q5 with Rear camera, Navigation system, Leather seats. Condition: Accident history."
land-rover,range-rover-sport,2018,68676,283331,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2018 land-rover range-rover-sport with Adaptive cruise control, Sunroof, Leather seats, Bluetooth. Condition: Minor scratches."
mazda,6,2014,32884,239054,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2014 mazda 6 with Adaptive cruise control, Leather seats, Navigation system. Condition: Repainted bumper."
ford,mustang,2020,72193,111243,Soft Top Convertible,4,Automatic Transmission,Gasoline,Silver, Dubai,"2020 ford mustang with Sunroof, Navigation system, Adaptive cruise control, Bluetooth. Condition: Accident history."
gmc,yukon,2020,39057,204102,SUV,8,Automatic Transmission,Gasoline,Gold, Abu Dhabi,"2020 gmc yukon with Bluetooth, Leather seats, Adaptive cruise control, Sunroof. Condition: Accident history."
lexus,is-c,2006,76656,144382,Sedan,6,Automatic Transmission,Gasoline,Red, Sharjah,"2006 lexus is-c with Sunroof, Leather seats. Condition: No damage."
toyota,land-cruiser,2016,337041,183339,Wagon,6,Automatic Transmission,Diesel,Black, Dubai,"2016 toyota land-cruiser with Rear camera, Bluetooth, Navigation system. Condition: Dented door."
land-rover,range-rover-sport,2020,647500,163830,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2020 land-rover range-rover-sport with Rear camera, Leather seats, Adaptive cruise control, Sunroof. Condition: Minor scratches."
nissan,sunny,2024,26195,117827,Sedan,4,Automatic Transmission,Gasoline,White, Abu Dhabi,"2024 nissan sunny with Bluetooth, Rear camera. Condition: Repainted bumper."
dodge,ram,2024,425004,299996,Pick Up Truck,8,Automatic Transmission,Gasoline,Red, Dubai,"2024 dodge ram with Bluetooth, Adaptive cruise control, Rear camera. Condition: No damage."
ford,f-series-pickup,2008,236379,218786,Pick Up Truck,6,Automatic Transmission,Gasoline,Grey, Dubai,"2008 ford f-series-pickup with Bluetooth, Leather seats, Navigation system. Condition: No damage."
nissan,sunny,2007,24587,153508,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2007 nissan sunny with Adaptive cruise control, Sunroof. Condition: Repainted bumper."
land-rover,range-rover-sport,2010,802937,93790,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2010 land-rover range-rover-sport with Adaptive cruise control, Leather seats, Navigation system. Condition: Dented door."
nissan,patrol,2024,80246,114079,SUV,8,Automatic Transmission,Gasoline,Grey,Al Ain,"2024 nissan patrol with Sunroof, Adaptive cruise control, Leather seats, Navigation system. Condition: Engine repaired."
infiniti,qx50,2013,52330,133247,SUV,6,Automatic Transmission,Gasoline,Silver, Sharjah,"2013 infiniti qx50 with Bluetooth, Sunroof. Condition: Engine repaired."
mercedes-benz,g-class,2013,251183,292146,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2013 mercedes-benz g-class with Leather seats, Bluetooth, Sunroof, Adaptive cruise control. Condition: Dented door."
porsche,panamera,2017,457891,26249,Sedan,6,Automatic Transmission,Gasoline,Brown, Dubai,"2017 porsche panamera with Adaptive cruise control, Bluetooth. Condition: Accident history."
mercedes-benz,m-class,2021,68548,27248,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2021 mercedes-benz m-class with Rear camera, Sunroof, Leather seats. Condition: Accident history."
mercedes-benz,gle-coupe,2007,482356,235844,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2007 mercedes-benz gle-coupe with Sunroof, Rear camera, Bluetooth, Adaptive cruise control. Condition: Repainted bumper."
lincoln,mkx,2016,12943,221903,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2016 lincoln mkx with Leather seats, Sunroof, Navigation system. Condition: Dented door."
